mfg_part_num,raw_part_desc,canonical_brand,brand_code,canonical_manufacturer,manufacturer_code,brand_resolution_status,brand_resolution_source,classpath,product_title,invoice_description,mobile_description,long_description,attributes,brand_info,mpn_confidence,lov_stats,traceability,validation,overall_confidence,needs_human_review,review_required,primary_review_reason,review_reasons
49-94-0523,"49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel",Milwaukee®,MILW,Milwaukee Electric Tool Corp,4031,ALIAS_RESOLVED,canonical_brands.json,Grinding Wheel,Milwaukee® 49-94-0523 Grinding Wheel,GRINDING WHEEL,"Milwaukee, Grinding Wheel, 49-94-0523, Industrial Grade, Commercial Quality","Milwaukee®, Grinding Wheel, Model 49-94-0523",{'Item_Type': 'Grinding Wheel'},"{'canonical_brand': 'Milwaukee®', 'brand_code': 'MILW', 'canonical_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 1, 'validated_count': 1, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': '49-94-0523', 'part_desc': '49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel', 'part_manuf': 'Milwaukee Accessory (4031)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': '49-94-0523', 'expanded_acronyms_desc': 'Milw 6""x1/4""x7/8"" Metal Grinding Wheel', 'uom_normalized_desc': 'Milw 6 inx1/4 inx7/8 in Metal Grinding Wheel'}, 'brand_resolution': {'input_brand': 'Milwaukee Accessory (4031)', 'resolved_brand': 'Milwaukee®', 'brand_code': 'MILW', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Grinding Wheel', 'normalized_value': 'Grinding Wheel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': False, 'confidence_score': 85.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': ['LIMITED_ATTRIBUTES'], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': False}, 'warnings': ['Limited technical attributes extracted'], 'passed_checks_count': 5, 'total_checks_count': 6}",85.0,False,False,NONE,['LIMITED_ATTRIBUTES']
49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",Milwaukee®,MILW,Milwaukee Electric Tool Corp,4031,ALIAS_RESOLVED,canonical_brands.json,Grinding Wheel,Milwaukee® 49-94-1955 Grinding Wheel,GRINDING WHEEL,"Milwaukee, Grinding Wheel, 49-94-1955, Masonry, Industrial Grade","Milwaukee®, Grinding Wheel, Model 49-94-1955, Masonry","{'Item_Type': 'Grinding Wheel', 'Material': 'Masonry'}","{'canonical_brand': 'Milwaukee®', 'brand_code': 'MILW', 'canonical_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 2, 'validated_count': 2, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': '49-94-1955', 'part_desc': '49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel', 'part_manuf': 'Milwaukee Accessory (4031)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': '49-94-1955', 'expanded_acronyms_desc': 'Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel', 'uom_normalized_desc': 'Milw 4-1/2 inx1/4 inx7/8 in Masonry Grinding Wheel'}, 'brand_resolution': {'input_brand': 'Milwaukee Accessory (4031)', 'resolved_brand': 'Milwaukee®', 'brand_code': 'MILW', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Grinding Wheel', 'normalized_value': 'Grinding Wheel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Material', 'raw_value': 'Masonry', 'normalized_value': 'Masonry', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': True, 'confidence_score': 99.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': [], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': True}, 'warnings': [], 'passed_checks_count': 6, 'total_checks_count': 6}",99.0,False,False,NONE,[]
49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",Milwaukee®,MILW,Milwaukee Electric Tool Corp,4031,ALIAS_RESOLVED,canonical_brands.json,Grinding Wheel,Milwaukee® 49-94-1965 Grinding Wheel,GRINDING WHEEL,"Milwaukee, Grinding Wheel, 49-94-1965, Masonry, Industrial Grade","Milwaukee®, Grinding Wheel, Model 49-94-1965, Masonry","{'Item_Type': 'Grinding Wheel', 'Material': 'Masonry'}","{'canonical_brand': 'Milwaukee®', 'brand_code': 'MILW', 'canonical_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 2, 'validated_count': 2, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': '49-94-1965', 'part_desc': '49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel', 'part_manuf': 'Milwaukee Accessory (4031)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': '49-94-1965', 'expanded_acronyms_desc': 'Milw 7""x1/4""x7/8"" Masonry Grinding Wheel', 'uom_normalized_desc': 'Milw 7 inx1/4 inx7/8 in Masonry Grinding Wheel'}, 'brand_resolution': {'input_brand': 'Milwaukee Accessory (4031)', 'resolved_brand': 'Milwaukee®', 'brand_code': 'MILW', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Grinding Wheel', 'normalized_value': 'Grinding Wheel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Material', 'raw_value': 'Masonry', 'normalized_value': 'Masonry', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': True, 'confidence_score': 99.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': [], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': True}, 'warnings': [], 'passed_checks_count': 6, 'total_checks_count': 6}",99.0,False,False,NONE,[]
49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",Milwaukee®,MILW,Milwaukee Electric Tool Corp,4031,ALIAS_RESOLVED,canonical_brands.json,Grinding Wheel,Milwaukee® 49-94-0513 Grinding Wheel,GRINDING WHEEL,"Milwaukee, Grinding Wheel, 49-94-0513, Industrial Grade, Commercial Quality","Milwaukee®, Grinding Wheel, Model 49-94-0513",{'Item_Type': 'Grinding Wheel'},"{'canonical_brand': 'Milwaukee®', 'brand_code': 'MILW', 'canonical_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 1, 'validated_count': 1, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': '49-94-0513', 'part_desc': '49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel', 'part_manuf': 'Milwaukee Accessory (4031)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': '49-94-0513', 'expanded_acronyms_desc': 'Milw 5""x1/4""x7/8"" Metal Grinding Wheel', 'uom_normalized_desc': 'Milw 5 inx1/4 inx7/8 in Metal Grinding Wheel'}, 'brand_resolution': {'input_brand': 'Milwaukee Accessory (4031)', 'resolved_brand': 'Milwaukee®', 'brand_code': 'MILW', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Grinding Wheel', 'normalized_value': 'Grinding Wheel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': False, 'confidence_score': 85.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': ['LIMITED_ATTRIBUTES'], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': False}, 'warnings': ['Limited technical attributes extracted'], 'passed_checks_count': 5, 'total_checks_count': 6}",85.0,False,False,NONE,['LIMITED_ATTRIBUTES']
49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",Milwaukee®,MILW,Milwaukee Electric Tool Corp,4031,ALIAS_RESOLVED,canonical_brands.json,Grinding Wheel,Milwaukee® 49-94-0533 Grinding Wheel,GRINDING WHEEL,"Milwaukee, Grinding Wheel, 49-94-0533, Industrial Grade, Commercial Quality","Milwaukee®, Grinding Wheel, Model 49-94-0533",{'Item_Type': 'Grinding Wheel'},"{'canonical_brand': 'Milwaukee®', 'brand_code': 'MILW', 'canonical_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 1, 'validated_count': 1, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': '49-94-0533', 'part_desc': '49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel', 'part_manuf': 'Milwaukee Accessory (4031)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': '49-94-0533', 'expanded_acronyms_desc': 'Milw 7""x1/4""x7/8"" Metal Grinding Wheel', 'uom_normalized_desc': 'Milw 7 inx1/4 inx7/8 in Metal Grinding Wheel'}, 'brand_resolution': {'input_brand': 'Milwaukee Accessory (4031)', 'resolved_brand': 'Milwaukee®', 'brand_code': 'MILW', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': 'Milwaukee Electric Tool Corp', 'manufacturer_code': '4031', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Grinding Wheel', 'normalized_value': 'Grinding Wheel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': False, 'confidence_score': 85.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': ['LIMITED_ATTRIBUTES'], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': False}, 'warnings': ['Limited technical attributes extracted'], 'passed_checks_count': 5, 'total_checks_count': 6}",85.0,False,False,NONE,['LIMITED_ATTRIBUTES']
DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,Diablo®,DIAB,Freud America Inc,2435,ALIAS_RESOLVED,canonical_brands.json,Abrasive Sanding Media,Diablo® DFBLBLOMFN01G Abrasive Sanding Media P220,ABRASIVE SANDING MEDIA P220,"Diablo, Abrasive Sanding Media, DFBLBLOMFN01G, P220, Industrial Grade","Diablo®, Abrasive Sanding Media, Model DFBLBLOMFN01G, P220","{'Item_Type': 'Abrasive Sanding Media', 'Grit': 'P220'}","{'canonical_brand': 'Diablo®', 'brand_code': 'DIAB', 'canonical_manufacturer': 'Freud America Inc', 'manufacturer_code': '2435', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 2, 'validated_count': 2, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': 'DFBLBLOMFN01G', 'part_desc': 'DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge', 'part_manuf': 'Freud Inc (2435)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': 'DFBLBLOMFN01G', 'expanded_acronyms_desc': 'Diablo 220 Grit - Flat Edge Sanding Sponge', 'uom_normalized_desc': 'Diablo 220 Grit - Flat Edge Sanding Sponge'}, 'brand_resolution': {'input_brand': 'Freud Inc (2435)', 'resolved_brand': 'Diablo®', 'brand_code': 'DIAB', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': 'Freud America Inc', 'manufacturer_code': '2435', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Abrasive Sanding Media', 'normalized_value': 'Abrasive Sanding Media', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Grit', 'raw_value': 'P220', 'normalized_value': 'P220', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': True, 'confidence_score': 99.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': [], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': True}, 'warnings': [], 'passed_checks_count': 6, 'total_checks_count': 6}",99.0,False,False,NONE,[]
1700-1PK-BB40,3/4x60' Vinyl Elect Tape,3M®,3MCO,3M Co,5293,ALIAS_RESOLVED,canonical_brands.json,Industrial Tape,3M® 1700-1PK-BB40 Industrial Tape 3/4 in x 60 in,INDUSTRIAL TAPE 3/4INX60IN,"3M, Industrial Tape, 1700-1PK-BB40, 3/4 in x 60 in, Composite PVC","3M®, Industrial Tape, Model 1700-1PK-BB40, 3/4 in x 60 in, Composite PVC","{'Item_Type': 'Industrial Tape', 'Dimensions': '3/4 in x 60 in', 'Material': 'Composite PVC'}","{'canonical_brand': '3M®', 'brand_code': '3MCO', 'canonical_manufacturer': '3M Co', 'manufacturer_code': '5293', 'confidence': 0.99, 'resolution_status': 'ALIAS_RESOLVED', 'resolution_source': 'canonical_brands.json', 'needs_review': False}",0.98,"{'total_lov_attributes': 2, 'validated_count': 2, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': '1700-1PK-BB40', 'part_desc': ""3/4x60' Vinyl Elect Tape"", 'part_manuf': '3 M Co (5293)', 'active_brand_input': '3M'}, 'transformations': {'extracted_mpn': '1700-1PK-BB40', 'expanded_acronyms_desc': ""3/4x60' Vinyl Electric Tape"", 'uom_normalized_desc': '3/4x60 ft Vinyl Electric Tape'}, 'brand_resolution': {'input_brand': '3M', 'resolved_brand': '3M®', 'brand_code': '3MCO', 'status': 'ALIAS_RESOLVED', 'source': 'canonical_brands.json', 'confidence': 0.99}, 'manufacturer_source': {'resolved_manufacturer': '3M Co', 'manufacturer_code': '5293', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Industrial Tape', 'normalized_value': 'Industrial Tape', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Dimensions', 'raw_value': '3/4 in x 60 in', 'normalized_value': '3/4 in x 60 in', 'lov_status': 'FREE_FORM', 'source': 'extracted_attribute'}, {'attribute': 'Material', 'raw_value': 'Composite PVC', 'normalized_value': 'Composite PVC', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': True, 'confidence_score': 99.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': [], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': True}, 'warnings': [], 'passed_checks_count': 6, 'total_checks_count': 6}",99.0,False,False,NONE,[]
ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,Emseal Joint Systems Ltd,UNKN,Emseal Joint Systems Ltd (EMSJO),UNKN,MISSING_BRAND,fallback_unmapped,Industrial Tape,Emseal Joint Systems Ltd ASH-40-40-04 Industrial Tape 1-1/2 in x 1-1/2 in x 13 ft,INDUSTRIAL TAPE 1-1/2INX1-1/2INX13FT,"Emseal Joint Systems Ltd, Industrial Tape, ASH-40-40-04, 1-1/2 in x 1-1/2 in...","Emseal Joint Systems Ltd, Industrial Tape, Model ASH-40-40-04, 1-1/2 in x 1-1/2 in x 13 ft","{'Item_Type': 'Industrial Tape', 'Dimensions': '1-1/2 in x 1-1/2 in x 13 ft'}","{'canonical_brand': 'Emseal Joint Systems Ltd', 'brand_code': 'UNKN', 'canonical_manufacturer': 'Emseal Joint Systems Ltd (EMSJO)', 'manufacturer_code': 'UNKN', 'confidence': 0.4, 'resolution_status': 'MISSING_BRAND', 'resolution_source': 'fallback_unmapped', 'needs_review': True}",0.98,"{'total_lov_attributes': 1, 'validated_count': 1, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': 'ASH-40-40-04', 'part_desc': ""1.5x1.5x13' Legacy Emseal Tape"", 'part_manuf': 'Emseal Joint Systems Ltd (EMSJO)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': 'ASH-40-40-04', 'expanded_acronyms_desc': ""1.5x1.5x13' Legacy Emseal Tape"", 'uom_normalized_desc': '1.5x1.5x13 ft Legacy Emseal Tape'}, 'brand_resolution': {'input_brand': 'Emseal Joint Systems Ltd (EMSJO)', 'resolved_brand': 'Emseal Joint Systems Ltd', 'brand_code': 'UNKN', 'status': 'MISSING_BRAND', 'source': 'fallback_unmapped', 'confidence': 0.4}, 'manufacturer_source': {'resolved_manufacturer': 'Emseal Joint Systems Ltd (EMSJO)', 'manufacturer_code': 'UNKN', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Industrial Tape', 'normalized_value': 'Industrial Tape', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Dimensions', 'raw_value': '1-1/2 in x 1-1/2 in x 13 ft', 'normalized_value': '1-1/2 in x 1-1/2 in x 13 ft', 'lov_status': 'FREE_FORM', 'source': 'extracted_attribute'}]}","{'is_valid': False, 'confidence_score': 80.0, 'needs_human_review': True, 'review_required': True, 'primary_review_reason': 'AMBIGUOUS_BRAND', 'review_reasons': ['AMBIGUOUS_BRAND'], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': False, 'attribute_richness': True}, 'warnings': ['Low confidence in brand resolution (40%)'], 'passed_checks_count': 5, 'total_checks_count': 6}",80.0,True,True,AMBIGUOUS_BRAND,['AMBIGUOUS_BRAND']
KDFM404KPS,KDFM404KPS Dishwasher SS,FRIGIDAIRE®,FRIG,Electrolux Home Products Inc,ELECH,FUZZY_MATCH,rapidfuzz (score: 87.87878787878788),Dishwasher,FRIGIDAIRE® KDFM404KPS Dishwasher Stainless Steel,DISHWASHER,"FRIGIDAIRE, Dishwasher, KDFM404KPS, Stainless Steel, Industrial Grade","FRIGIDAIRE®, Dishwasher, Model KDFM404KPS, Stainless Steel, Stainless Steel","{'Item_Type': 'Dishwasher', 'Material': 'Stainless Steel', 'Finish_Color': 'Stainless Steel'}","{'canonical_brand': 'FRIGIDAIRE®', 'brand_code': 'FRIG', 'canonical_manufacturer': 'Electrolux Home Products Inc', 'manufacturer_code': 'ELECH', 'confidence': 0.88, 'resolution_status': 'FUZZY_MATCH', 'resolution_source': 'rapidfuzz (score: 87.87878787878788)', 'needs_review': False}",0.98,"{'total_lov_attributes': 3, 'validated_count': 3, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': 'KDFM404KPS', 'part_desc': 'KDFM404KPS Dishwasher SS', 'part_manuf': 'Appliance Dealers Cooperative (APPDE)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': 'KDFM404KPS', 'expanded_acronyms_desc': 'Dishwasher Stainless Steel', 'uom_normalized_desc': 'Dishwasher Stainless Steel'}, 'brand_resolution': {'input_brand': 'Appliance Dealers Cooperative (APPDE)', 'resolved_brand': 'FRIGIDAIRE®', 'brand_code': 'FRIG', 'status': 'FUZZY_MATCH', 'source': 'rapidfuzz (score: 87.87878787878788)', 'confidence': 0.88}, 'manufacturer_source': {'resolved_manufacturer': 'Electrolux Home Products Inc', 'manufacturer_code': 'ELECH', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Dishwasher', 'normalized_value': 'Dishwasher', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Material', 'raw_value': 'Stainless Steel', 'normalized_value': 'Stainless Steel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Finish_Color', 'raw_value': 'Stainless Steel', 'normalized_value': 'Stainless Steel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': True, 'confidence_score': 99.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': [], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': True}, 'warnings': [], 'passed_checks_count': 6, 'total_checks_count': 6}",99.0,False,False,NONE,[]
PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,FRIGIDAIRE®,FRIG,Electrolux Home Products Inc,ELECH,FUZZY_MATCH,rapidfuzz (score: 87.87878787878788),Dishwasher,FRIGIDAIRE® PDSH4816AF Dishwasher Stainless Steel,DISHWASHER,"FRIGIDAIRE, Dishwasher, PDSH4816AF, Stainless Steel, Industrial Grade","FRIGIDAIRE®, Dishwasher, Model PDSH4816AF, Stainless Steel, Stainless Steel","{'Item_Type': 'Dishwasher', 'Material': 'Stainless Steel', 'Finish_Color': 'Stainless Steel'}","{'canonical_brand': 'FRIGIDAIRE®', 'brand_code': 'FRIG', 'canonical_manufacturer': 'Electrolux Home Products Inc', 'manufacturer_code': 'ELECH', 'confidence': 0.88, 'resolution_status': 'FUZZY_MATCH', 'resolution_source': 'rapidfuzz (score: 87.87878787878788)', 'needs_review': False}",0.98,"{'total_lov_attributes': 3, 'validated_count': 3, 'normalized_count': 0, 'unmapped_count': 0, 'lov_compliance_rate': 100.0}","{'raw_input': {'mfg_part_num': 'PDSH4816AF', 'part_desc': 'PDSH4816AF Dishwasher SS - Display Only', 'part_manuf': 'Appliance Dealers Cooperative (APPDE)', 'active_brand_input': None}, 'transformations': {'extracted_mpn': 'PDSH4816AF', 'expanded_acronyms_desc': 'Dishwasher Stainless Steel - Display Only', 'uom_normalized_desc': 'Dishwasher Stainless Steel - Display Only'}, 'brand_resolution': {'input_brand': 'Appliance Dealers Cooperative (APPDE)', 'resolved_brand': 'FRIGIDAIRE®', 'brand_code': 'FRIG', 'status': 'FUZZY_MATCH', 'source': 'rapidfuzz (score: 87.87878787878788)', 'confidence': 0.88}, 'manufacturer_source': {'resolved_manufacturer': 'Electrolux Home Products Inc', 'manufacturer_code': 'ELECH', 'source': 'canonical_brands.json / manufacturer_master_catalog'}, 'attributes_lov_lineage': [{'attribute': 'Item_Type', 'raw_value': 'Dishwasher', 'normalized_value': 'Dishwasher', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Material', 'raw_value': 'Stainless Steel', 'normalized_value': 'Stainless Steel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}, {'attribute': 'Finish_Color', 'raw_value': 'Stainless Steel', 'normalized_value': 'Stainless Steel', 'lov_status': 'LOV_VALIDATED', 'source': 'lov_master_taxonomy.json'}]}","{'is_valid': True, 'confidence_score': 99.0, 'needs_human_review': False, 'review_required': False, 'primary_review_reason': 'NONE', 'review_reasons': [], 'rule_checks': {'invoice_char_limit': True, 'invoice_casing_caps': True, 'mobile_length_compliance': True, 'uom_spacing_compliance': True, 'brand_resolution': True, 'attribute_richness': True}, 'warnings': [], 'passed_checks_count': 6, 'total_checks_count': 6}",99.0,False,False,NONE,[]
