MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.milwaukee.com/product/49-94-1955,,,,,,,Industrial Supplies,Equipment & Hardware,Grinding Wheel,,49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,Milwaukee®,,49-94-1955,,Grinding Wheel,"Milwaukee, Grinding Wheel, 49-94-1955, Masonry, Industrial Grade",GRINDING WHEEL,Milwaukee® 49-94-1955 Grinding Wheel,"Milwaukee®, Grinding Wheel, Model 49-94-1955, Masonry","Grinding Wheel, 49-94-1955","Milwaukee®, Grinding Wheel, Model 49-94-1955, Masonry",,,,,,,,,,,,,,,,,,,,,,,,,,Grinding Wheel,Item Type,Grinding Wheel,,Material,Masonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILWAUKEE_49-94-1955.jpg,,,,,,,,,MILWAUKEE_49-94-1955_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukee.com/product/49-94-1965,,,,,,,Industrial Supplies,Equipment & Hardware,Grinding Wheel,,49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,Milwaukee®,,49-94-1965,,Grinding Wheel,"Milwaukee, Grinding Wheel, 49-94-1965, Masonry, Industrial Grade",GRINDING WHEEL,Milwaukee® 49-94-1965 Grinding Wheel,"Milwaukee®, Grinding Wheel, Model 49-94-1965, Masonry","Grinding Wheel, 49-94-1965","Milwaukee®, Grinding Wheel, Model 49-94-1965, Masonry",,,,,,,,,,,,,,,,,,,,,,,,,,Grinding Wheel,Item Type,Grinding Wheel,,Material,Masonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILWAUKEE_49-94-1965.jpg,,,,,,,,,MILWAUKEE_49-94-1965_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukee.com/product/49-94-0513,,,,,,,Industrial Supplies,Equipment & Hardware,Grinding Wheel,,49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,Milwaukee®,,49-94-0513,,Grinding Wheel,"Milwaukee, Grinding Wheel, 49-94-0513, Industrial Grade, Commercial Quality",GRINDING WHEEL,Milwaukee® 49-94-0513 Grinding Wheel,"Milwaukee®, Grinding Wheel, Model 49-94-0513","Grinding Wheel, 49-94-0513","Milwaukee®, Grinding Wheel, Model 49-94-0513",,,,,,,,,,,,,,,,,,,,,,,,,,Grinding Wheel,Item Type,Grinding Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILWAUKEE_49-94-0513.jpg,,,,,,,,,MILWAUKEE_49-94-0513_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukee.com/product/49-94-0533,,,,,,,Industrial Supplies,Equipment & Hardware,Grinding Wheel,,49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,Milwaukee®,,49-94-0533,,Grinding Wheel,"Milwaukee, Grinding Wheel, 49-94-0533, Industrial Grade, Commercial Quality",GRINDING WHEEL,Milwaukee® 49-94-0533 Grinding Wheel,"Milwaukee®, Grinding Wheel, Model 49-94-0533","Grinding Wheel, 49-94-0533","Milwaukee®, Grinding Wheel, Model 49-94-0533",,,,,,,,,,,,,,,,,,,,,,,,,,Grinding Wheel,Item Type,Grinding Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILWAUKEE_49-94-0533.jpg,,,,,,,,,MILWAUKEE_49-94-0533_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.diablo.com/product/DFBLBLOMFN01G,,,,,,,Industrial Supplies,Equipment & Hardware,Abrasive Sanding Media,,DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,,,,Freud Inc (2435),Freud America Inc,Diablo®,,DFBLBLOMFN01G,,Abrasive Sanding Media,"Diablo, Abrasive Sanding Media, DFBLBLOMFN01G, P220, Industrial Grade",ABRASIVE SANDING MEDIA P220,Diablo® DFBLBLOMFN01G Abrasive Sanding Media P220,"Diablo®, Abrasive Sanding Media, Model DFBLBLOMFN01G, P220","Abrasive Sanding Media, DFBLBLOMFN01G","Diablo®, Abrasive Sanding Media, Model DFBLBLOMFN01G, P220",,,,,,,,,,,,,,,,,,,,,,,,,,Abrasive Sanding Media,Item Type,Abrasive Sanding Media,,Grit,P220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIABLO_DFBLBLOMFN01G.jpg,,,,,,,,,DIABLO_DFBLBLOMFN01G_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.3m.com/product/1700-1PK-BB40,,,,,,,Industrial Supplies,Equipment & Hardware,Industrial Tape,,1700-1PK-BB40,3/4x60' Vinyl Elect Tape,,,3M,3 M Co (5293),3M Co,3M®,,1700-1PK-BB40,,Industrial Tape,"3M, Industrial Tape, 1700-1PK-BB40, 3/4 in x 60 in, Composite PVC",INDUSTRIAL TAPE 3/4INX60IN,3M® 1700-1PK-BB40 Industrial Tape 3/4 in x 60 in,"3M®, Industrial Tape, Model 1700-1PK-BB40, 3/4 in x 60 in, Composite PVC","Industrial Tape, 1700-1PK-BB40","3M®, Industrial Tape, Model 1700-1PK-BB40, 3/4 in x 60 in, Composite PVC",,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Tape,Item Type,Industrial Tape,,Dimensions,3/4 in x 60,in,Material,Composite PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3M_1700-1PK-BB40.jpg,,,,,,,,,3M_1700-1PK-BB40_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.emsealjointsystemsltd.com/product/ASH-40-40-04,,,,,,,Industrial Supplies,Equipment & Hardware,Industrial Tape,,ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,,,,Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd,,ASH-40-40-04,,Industrial Tape,"Emseal Joint Systems Ltd, Industrial Tape, ASH-40-40-04, 1-1/2 in x 1-1/2 in...",INDUSTRIAL TAPE 1-1/2INX1-1/2INX13FT,Emseal Joint Systems Ltd ASH-40-40-04 Industrial Tape 1-1/2 in x 1-1/2 in x 13 ft,"Emseal Joint Systems Ltd, Industrial Tape, Model ASH-40-40-04, 1-1/2 in x 1-1/2 in x 13 ft","Industrial Tape, ASH-40-40-04","Emseal Joint Systems Ltd, Industrial Tape, Model ASH-40-40-04, 1-1/2 in x 1-1/2 in x 13 ft",,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Tape,Item Type,Industrial Tape,,Dimensions,1-1/2 in x 1-1/2 in x 13,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMSEAL_JOINT_SYSTEMS_LTD_ASH-40-40-04.jpg,,,,,,,,,EMSEAL_JOINT_SYSTEMS_LTD_ASH-40-40-04_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/KDFM404KPS,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,KDFM404KPS,KDFM404KPS Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,KDFM404KPS,,Dishwasher,"FRIGIDAIRE, Dishwasher, KDFM404KPS, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® KDFM404KPS Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model KDFM404KPS, Stainless Steel, Stainless Steel","Dishwasher, KDFM404KPS","FRIGIDAIRE®, Dishwasher, Model KDFM404KPS, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_KDFM404KPS.jpg,,,,,,,,,FRIGIDAIRE_KDFM404KPS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/PDSH4816AF,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,PDSH4816AF,,Dishwasher,"FRIGIDAIRE, Dishwasher, PDSH4816AF, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® PDSH4816AF Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model PDSH4816AF, Stainless Steel, Stainless Steel","Dishwasher, PDSH4816AF","FRIGIDAIRE®, Dishwasher, Model PDSH4816AF, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_PDSH4816AF.jpg,,,,,,,,,FRIGIDAIRE_PDSH4816AF_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/PDT715SYVFS,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,PDT715SYVFS,,Dishwasher,"FRIGIDAIRE, Dishwasher, PDT715SYVFS, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® PDT715SYVFS Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model PDT715SYVFS, Stainless Steel, Stainless Steel","Dishwasher, PDT715SYVFS","FRIGIDAIRE®, Dishwasher, Model PDT715SYVFS, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_PDT715SYVFS.jpg,,,,,,,,,FRIGIDAIRE_PDT715SYVFS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/LDPH5554D,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,LDPH5554D,LDPH5554D LG Dishwasher BSS,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,LDPH5554D,,Dishwasher,"FRIGIDAIRE, Dishwasher, LDPH5554D, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® LDPH5554D Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model LDPH5554D, Stainless Steel, Stainless Steel","Dishwasher, LDPH5554D","FRIGIDAIRE®, Dishwasher, Model LDPH5554D, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_LDPH5554D.jpg,,,,,,,,,FRIGIDAIRE_LDPH5554D_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/WDTS7024RZ,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,WDTS7024RZ,WDTS7024RZ Dishwasher SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,WDTS7024RZ,,Dishwasher,"FRIGIDAIRE, Dishwasher, WDTS7024RZ, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® WDTS7024RZ Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model WDTS7024RZ, Stainless Steel, Stainless Steel","Dishwasher, WDTS7024RZ","FRIGIDAIRE®, Dishwasher, Model WDTS7024RZ, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_WDTS7024RZ.jpg,,,,,,,,,FRIGIDAIRE_WDTS7024RZ_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/PDD415PYYFS,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,PDD415PYYFS,PDD415PYYFS GE Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,PDD415PYYFS,,Dishwasher,"FRIGIDAIRE, Dishwasher, PDD415PYYFS, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® PDD415PYYFS Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model PDD415PYYFS, Stainless Steel, Stainless Steel","Dishwasher, PDD415PYYFS","FRIGIDAIRE®, Dishwasher, Model PDD415PYYFS, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_PDD415PYYFS.jpg,,,,,,,,,FRIGIDAIRE_PDD415PYYFS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/KDTS424SBE,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,KDTS424SBE,,Dishwasher,"FRIGIDAIRE, Dishwasher, KDTS424SBE, Black, Industrial Grade, Commercial Quality",DISHWASHER,FRIGIDAIRE® KDTS424SBE Dishwasher Black,"FRIGIDAIRE®, Dishwasher, Model KDTS424SBE, Black","Dishwasher, KDTS424SBE","FRIGIDAIRE®, Dishwasher, Model KDTS424SBE, Black",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Finish Color,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_KDTS424SBE.jpg,,,,,,,,,FRIGIDAIRE_KDTS424SBE_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/KDTS324SPS,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,KDTS324SPS,,Dishwasher,"FRIGIDAIRE, Dishwasher, KDTS324SPS, Stainless Steel, Industrial Grade",DISHWASHER,FRIGIDAIRE® KDTS324SPS Dishwasher Stainless Steel,"FRIGIDAIRE®, Dishwasher, Model KDTS324SPS, Stainless Steel, Stainless Steel","Dishwasher, KDTS324SPS","FRIGIDAIRE®, Dishwasher, Model KDTS324SPS, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,Material,Stainless Steel,,Finish Color,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_KDTS324SPS.jpg,,,,,,,,,FRIGIDAIRE_KDTS324SPS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.frigidaire.com/product/KDPS624SJP,,,,,,,Industrial Supplies,Equipment & Hardware,Dishwasher,,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products Inc,FRIGIDAIRE®,,KDPS624SJP,,Dishwasher,"FRIGIDAIRE, Dishwasher, KDPS624SJP, Industrial Grade, Commercial Quality",DISHWASHER,FRIGIDAIRE® KDPS624SJP Dishwasher,"FRIGIDAIRE®, Dishwasher, Model KDPS624SJP","Dishwasher, KDPS624SJP","FRIGIDAIRE®, Dishwasher, Model KDPS624SJP",,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Item Type,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIGIDAIRE_KDPS624SJP.jpg,,,,,,,,,FRIGIDAIRE_KDPS624SJP_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
